synset	language	lemma	count	goodness labels
03208229-n	English	antimikroba	1	None
01165474-s	Portuguese, English	antimikroba	2	None
02984469-n	Polish, Japanese, Greek, Finnish, Portuguese, English	kateter	6	O
04006411-n	Greek	kateter	1	None
14767796-n	Polish, Japanese, Finnish, Mandarin Chinese, English	kreatin	5	None
14825243-n	Portuguese	kreatin	1	X
11527767-n	English	capcai	1	None
07653982-n	English	capcai	1	None
05546298-n	English	capcai	1	None
00566889-n	English	capcai	1	None
00129317-n	English	capcai	1	None
01258091-v	English	capcai	1	None
01871471-v	English	capcai	1	None
01758410-v	English	capcai	1	None
01415454-v	English	capcai	1	None
01257173-v	English	capcai	1	None
01124535-v	English	capcai	1	None
07865196-n	Japanese	capcai	1	None
14606993-n	Polish, Japanese, Finnish, Portuguese, Mandarin Chinese, English	metionina	6	None
12532008-n	English, Japanese	metionina	2	None
00025238-a	Spanish	metionina	1	None
00025470-s	Spanish	metionina	1	None
01802165-s	Spanish	metionina	1	None
02368787-a	Spanish	metionina	1	None
02369335-s	Spanish	metionina	1	None
02369460-s	Spanish	metionina	1	None
02399014-s	Spanish	metionina	1	None
02675657-n	Spanish	metionina	1	None
03699396-n	Spanish	metionina	1	None
14607521-n	Spanish	metionina	1	None
09453008-n	Spanish, Polish, Thai, Portuguese, English	plato	5	O
08645318-n	Finnish, Thai	plato	2	None
09230202-n	Portuguese	plato	1	None
09269341-n	Thai	plato	1	None
12942395-n	Slovene, Japanese, Finnish, Portuguese, English	peterseli	5	O
07819896-n	Slovene, Polish, Japanese, Finnish, Portuguese, English	peterseli	6	O
00923802-n	Slovene, Spanish, Japanese, Finnish, Portuguese, English	industrialisasi	6	O
08364757-n	Finnish	industrialisasi	1	None
09352578-n	Polish, Japanese, Greek, Finnish, Portuguese, English	termosfer	6	None
09343943-n	Polish	termosfer	1	None
09457367-n	Thai	termosfer	1	None
00284544-n	English	mahkamah	1	None
02702332-a	English	mahkamah	1	None
00179925-a	English	mahkamah	1	None
01348528-s	English	mahkamah	1	None
00901345-s	English	mahkamah	1	None
03121298-n	Polish	mahkamah	1	None
05837957-n	Polish	mahkamah	1	None
06750804-n	Polish	mahkamah	1	None
08329453-n	Portuguese, Polish	mahkamah	2	Y
03649459-n	Portuguese	mahkamah	1	O
14550469-n	Portuguese, Mandarin Chinese, Finnish, English	amputasi	4	O
00666350-n	Spanish, Polish, Finnish, Portuguese, Mandarin Chinese, English	amputasi	6	O
01254692-v	Mandarin Chinese	amputasi	1	None
09277432-n	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	eksosfer	7	None
06725067-n	English, Japanese	spesifikasi	2	O
07231199-n	Spanish, English	spesifikasi	2	O
06675338-n	English	spesifikasi	1	L
01149303-n	Portuguese, English	spesifikasi	2	L
00172710-n	Japanese	spesifikasi	1	None
00174003-n	Japanese	spesifikasi	1	None
01024811-n	Japanese	spesifikasi	1	None
04928903-n	Japanese	spesifikasi	1	None
05660268-n	Japanese	spesifikasi	1	None
00314835-r	Portuguese, English	sejujurnya	2	None
00009541-r	Finnish	sejujurnya	1	None
00048739-r	Finnish	sejujurnya	1	None
00051268-r	Finnish	sejujurnya	1	None
00051590-r	Finnish	sejujurnya	1	None
00051848-r	Finnish	sejujurnya	1	None
00052152-r	Finnish	sejujurnya	1	None
00058033-r	Finnish	sejujurnya	1	None
00058128-r	Finnish	sejujurnya	1	None
00087367-r	Finnish	sejujurnya	1	None
00205125-r	Finnish	sejujurnya	1	None
00277209-r	Finnish	sejujurnya	1	None
00277585-r	Finnish	sejujurnya	1	None
00341227-r	Finnish	sejujurnya	1	None
00423471-r	Finnish	sejujurnya	1	None
00426278-r	Finnish	sejujurnya	1	None
00452052-r	Finnish	sejujurnya	1	None
00452126-r	Finnish	sejujurnya	1	None
00504153-r	Finnish	sejujurnya	1	None
00504281-r	Finnish	sejujurnya	1	None
00509432-r	Finnish	sejujurnya	1	None
00097522-r	Portuguese	sejujurnya	1	None
00097620-r	Portuguese	sejujurnya	1	None
09846469-n	Polish, Japanese, Finnish, Portuguese, English	badui	5	None
08390511-n	Slovene, Spanish, Polish, Finnish, English	milisi	5	None
08390731-n	Slovene, Finnish, English	milisi	3	None
10317717-n	Finnish	milisi	1	None
08397255-n	Portuguese	milisi	1	None
11497888-n	English	kepulan	1	L
07628470-n	English	kepulan	1	L
06695110-n	English	kepulan	1	L
04033995-n	English	kepulan	1	L
03994874-n	English	kepulan	1	L
03858418-n	English	kepulan	1	L
00837675-n	Finnish, English	kepulan	2	L
00835501-n	English	kepulan	1	L
01198616-v	English	kepulan	1	L
01199009-v	English	kepulan	1	L
00005526-v	English	kepulan	1	X
01812197-v	English	kepulan	1	L
01065272-v	English	kepulan	1	L
00797303-v	English	kepulan	1	L
00263682-v	English	kepulan	1	L
00006802-v	English	kepulan	1	L
01796736-s	English	kepulan	1	None
06380495-n	Finnish	kepulan	1	None
11800236-n	English, Thai	ginséng	2	None
11799732-n	English, Thai	ginséng	2	None
11799520-n	Polish	ginséng	1	None
15267536-n	English	Perjamuan	1	None
13850148-n	English	Perjamuan	1	None
01264667-n	English	Perjamuan	1	None
15143276-n	English	Perjamuan	1	None
13718178-n	English	Perjamuan	1	None
13618180-n	English	Perjamuan	1	None
07291794-n	English	Perjamuan	1	None
03644532-n	English	Perjamuan	1	None
02704928-v	English	Perjamuan	1	None
02618149-v	English	Perjamuan	1	None
01730329-s	English	Perjamuan	1	None
01013279-a	Finnish, English	Perjamuan	2	None
01010271-s	Finnish, English	Perjamuan	2	None
01412912-s	English	Perjamuan	1	None
00004296-s	Finnish, English	Perjamuan	2	None
01579128-s	Finnish, English	Perjamuan	2	None
01212095-s	English	Perjamuan	1	None
00349894-s	Finnish, English	Perjamuan	2	None
00230076-s	Finnish, English	Perjamuan	2	None
00065748-r	English	Perjamuan	1	None
00065822-r	English	Perjamuan	1	None
00197773-s	Finnish	Perjamuan	1	None
00229978-s	Finnish	Perjamuan	1	None
01010025-a	Finnish	Perjamuan	1	None
01013961-s	Finnish	Perjamuan	1	None
01016035-a	Finnish	Perjamuan	1	None
01579467-s	Finnish	Perjamuan	1	None
02213144-s	Finnish	Perjamuan	1	None
01035504-n	Japanese	Perjamuan	1	None
01047561-a	Portuguese	Perjamuan	1	None
01645296-s	Portuguese, Finnish, English	pikun	3	None
05521514-n	Spanish	pikun	1	None
02198859-n	English	pikat	1	None
02195526-n	Slovene, Greek, Finnish, Portuguese, Mandarin Chinese, English	pikat	6	None
02193009-n	Slovene, Finnish	pikat	2	None
00839597-n	Polish	pikat	1	None
02011460-n	Polish	pikat	1	None
04454240-n	Polish	pikat	1	None
10702483-n	Polish	pikat	1	None
00567896-n	English	melewati	1	None
02210855-v	English	melewati	1	None
00149583-v	English	melewati	1	None
00120796-v	English	melewati	1	None
00522751-v	English	melewati	1	None
02005948-v	English	melewati	1	None
01433294-v	English	melewati	1	None
02108026-v	English	melewati	1	None
01153947-v	English	melewati	1	None
02355596-v	English	melewati	1	None
00770437-v	English	melewati	1	None
01215421-v	English	melewati	1	None
00094460-v	English	melewati	1	None
00087736-v	English	melewati	1	None
01066036-v	English	melewati	1	None
00120316-v	English	melewati	1	None
01026975-v	English	melewati	1	None
00589904-v	English	melewati	1	None
01505958-v	English	melewati	1	None
01401115-v	English	melewati	1	None
00639849-v	English	melewati	1	None
02359340-v	English	melewati	1	None
02208265-v	English	melewati	1	None
02189398-v	English	melewati	1	None
02109645-v	English	melewati	1	None
02108654-v	English	melewati	1	None
02010864-v	English	melewati	1	None
02006573-v	English	melewati	1	None
01771194-v	English	melewati	1	None
01771039-v	English	melewati	1	None
01738107-v	English	melewati	1	None
01643297-v	English	melewati	1	None
01565211-v	English	melewati	1	None
00622384-v	English	melewati	1	None
00345761-v	English	melewati	1	None
00065639-v	English	melewati	1	None
00054628-v	English	melewati	1	None
00054535-v	Spanish	melewati	1	None
01429953-v	Spanish	melewati	1	None
01912159-v	Spanish	melewati	1	None
01914657-v	Spanish	melewati	1	None
01931566-v	Spanish	melewati	1	None
02023396-v	Spanish	melewati	1	None
00567896-n	English	menyampaikan	1	None
02210855-v	English	menyampaikan	1	None
00149583-v	English	menyampaikan	1	None
00120796-v	English	menyampaikan	1	None
00522751-v	English	menyampaikan	1	None
02005948-v	English	menyampaikan	1	None
01433294-v	English	menyampaikan	1	O
02108026-v	English	menyampaikan	1	None
01153947-v	English	menyampaikan	1	None
02355596-v	English	menyampaikan	1	None
00770437-v	English	menyampaikan	1	None
01215421-v	English	menyampaikan	1	None
00094460-v	English	menyampaikan	1	None
00087736-v	English	menyampaikan	1	None
01066036-v	English	menyampaikan	1	None
00120316-v	English	menyampaikan	1	None
01026975-v	English	menyampaikan	1	None
00589904-v	English	menyampaikan	1	None
01505958-v	English	menyampaikan	1	None
01401115-v	English	menyampaikan	1	None
00639849-v	English	menyampaikan	1	None
02359340-v	English	menyampaikan	1	None
02208265-v	English	menyampaikan	1	None
02189398-v	English	menyampaikan	1	None
02109645-v	English	menyampaikan	1	None
02108654-v	English	menyampaikan	1	None
02010864-v	English	menyampaikan	1	None
02006573-v	English	menyampaikan	1	None
01771194-v	English	menyampaikan	1	None
01771039-v	English	menyampaikan	1	None
01738107-v	English	menyampaikan	1	None
01643297-v	English	menyampaikan	1	None
01565211-v	English	menyampaikan	1	None
00622384-v	English	menyampaikan	1	None
00345761-v	English	menyampaikan	1	None
00065639-v	English	menyampaikan	1	None
00054628-v	English	menyampaikan	1	None
00921300-v	Portuguese	menyampaikan	1	None
02139544-v	Portuguese	menyampaikan	1	None
04281260-n	Portuguese, Polish, Finnish, English	tempolong	4	O
10784281-n	English	sekolah	1	None
10227393-n	English	sekolah	1	None
10227266-n	English	sekolah	1	None
10227490-n	English	sekolah	1	None
02100709-a	English	sekolah	1	None
01015185-s	English	sekolah	1	None
01648891-s	English	sekolah	1	None
08409617-n	Greek	sekolah	1	L
03577818-n	Portuguese, Finnish, English, Japanese	simpang	4	None
00040152-n	English	simpang	1	None
01166258-n	English	simpang	1	None
01093085-n	English	simpang	1	None
02257767-v	English	simpang	1	None
02257370-v	English	simpang	1	None
00121926-v	English	simpang	1	None
00121678-v	English	simpang	1	None
11752578-n	Portuguese	simpang	1	None
11752937-n	Portuguese	simpang	1	None
11753700-n	Portuguese	simpang	1	None
12548280-n	Portuguese	simpang	1	None
13136556-n	English	margarin	1	None
09512835-n	English	margarin	1	None
03836191-n	English	margarin	1	None
13712592-n	English	margarin	1	None
09974496-n	English	margarin	1	None
09769076-n	English	margarin	1	None
05524615-n	English	margarin	1	None
01382720-v	English	margarin	1	None
07855413-n	Finnish	margarin	1	None
07672914-n	Polish, Japanese, Greek, Thai, Portuguese	margarin	5	O
06639674-n	English	indikator	1	None
07262579-n	Greek, English	indikator	2	None
03568117-n	Greek, Polish, English, Japanese	indikator	4	O
14917208-n	Polish, English	indikator	2	None
03150795-n	Finnish	indikator	1	None
03482523-n	Greek, Finnish	indikator	2	None
03975232-n	Greek, Finnish	indikator	2	None
06818121-n	Finnish	indikator	1	None
05567381-n	Portuguese, Greek	indikator	2	None
15286249-n	Polish	indikator	1	None
00700000-n	Portuguese, Finnish, English	fisioterapi	3	O
00661091-n	Spanish	fisioterapi	1	None
13125117-n	English	rutbir	1	None
08507558-n	English	rutbir	1	None
06300193-n	English	rutbir	1	None
13731669-n	English	rutbir	1	None
08005954-n	English	rutbir	1	None
09792555-n	English	rutbir	1	None
06300445-n	English	rutbir	1	None
05308310-n	English	rutbir	1	None
00358135-v	English	rutbir	1	None
02623731-v	English	rutbir	1	None
01529194-v	English	rutbir	1	None
01282413-v	English	rutbir	1	None
00415398-v	English	rutbir	1	None
00358314-v	English	rutbir	1	None
07928887-n	Japanese	rutbir	1	None
07886849-n	Portuguese, Spanish	rutbir	2	None
07889510-n	Portuguese	rutbir	1	None
09929577-n	Finnish, English	klinisi	2	None
05846054-n	English	menggugurkan	1	None
05667613-n	English	menggugurkan	1	None
06652242-n	English	menggugurkan	1	None
07259772-n	English	menggugurkan	1	None
05913538-n	English	menggugurkan	1	None
15295416-n	English	menggugurkan	1	None
14442933-n	English	menggugurkan	1	None
06788897-n	English	menggugurkan	1	None
06652064-n	English	menggugurkan	1	None
05874232-n	English	menggugurkan	1	None
05846932-n	English	menggugurkan	1	None
04118776-n	English	menggugurkan	1	None
02586619-v	English	menggugurkan	1	None
00715868-v	English	menggugurkan	1	None
02644234-v	English	menggugurkan	1	None
00971999-v	English	menggugurkan	1	None
02716995-v	English	menggugurkan	1	None
01690020-v	English	menggugurkan	1	None
00234857-v	English	menggugurkan	1	None
00233335-v	Finnish	menggugurkan	1	None
00236289-v	Finnish	menggugurkan	1	None
00440286-v	Finnish	menggugurkan	1	None
00462092-v	Finnish	menggugurkan	1	None
00512186-v	Finnish	menggugurkan	1	None
00796588-v	Portuguese, Mandarin Chinese, Finnish	menggugurkan	3	None
00908099-v	Finnish	menggugurkan	1	None
01131473-v	Finnish	menggugurkan	1	None
01147060-v	Finnish	menggugurkan	1	None
01476483-v	Finnish	menggugurkan	1	None
01477538-v	Finnish	menggugurkan	1	None
01478002-v	Finnish	menggugurkan	1	None
01859586-v	Finnish	menggugurkan	1	None
02145543-v	Finnish	menggugurkan	1	None
02423762-v	Finnish	menggugurkan	1	None
02449340-v	Finnish	menggugurkan	1	None
02450505-v	Finnish	menggugurkan	1	None
02451370-v	Finnish	menggugurkan	1	None
02451679-v	Finnish	menggugurkan	1	None
02452885-v	Finnish	menggugurkan	1	None
02453321-v	Finnish	menggugurkan	1	None
02503803-v	Finnish	menggugurkan	1	None
02557199-v	Finnish	menggugurkan	1	None
02557638-v	Finnish	menggugurkan	1	None
02558172-v	Finnish	menggugurkan	1	None
02726164-v	Finnish	menggugurkan	1	None
00391599-n	Mandarin Chinese	menggugurkan	1	None
00615774-v	Mandarin Chinese	menggugurkan	1	None
00685419-v	Spanish, Mandarin Chinese	menggugurkan	2	None
02003359-v	Mandarin Chinese	menggugurkan	1	None
02223858-v	Mandarin Chinese	menggugurkan	1	None
02313098-v	Mandarin Chinese	menggugurkan	1	None
02629256-v	Mandarin Chinese	menggugurkan	1	L
14427991-n	Mandarin Chinese	menggugurkan	1	None
02629390-v	Portuguese	menggugurkan	1	None
00800930-v	Spanish	menggugurkan	1	None
01101313-v	Spanish	menggugurkan	1	None
02222318-v	Spanish	menggugurkan	1	None
02132224-s	Finnish, English	nakal	2	None
01128406-s	Portuguese, Finnish, English	nakal	3	None
02122715-s	Finnish	nakal	1	None
00641944-s	Polish	nakal	1	None
02121859-a	Portuguese	nakal	1	None
00817242-s	Portuguese, English	anumerta	2	None
07903841-n	Spanish, Polish, Japanese, Finnish, Portuguese, English	konyak	6	O
07902443-n	Finnish	konyak	1	None
07903208-n	Portuguese	konyak	1	None
03099945-n	Finnish, English	pengubah	2	None
04470953-n	Greek	pengubah	1	None
02349212-v	Portuguese, English	mempercayakan	2	None
02356230-v	English	mempercayakan	1	None
00081072-v	Finnish	mempercayakan	1	None
00732224-v	Finnish	mempercayakan	1	None
00748616-v	Finnish	mempercayakan	1	None
00748972-v	Finnish	mempercayakan	1	None
01060746-v	Finnish	mempercayakan	1	None
01178565-v	Finnish	mempercayakan	1	None
01182709-v	Finnish	mempercayakan	1	None
01290133-v	Finnish	mempercayakan	1	None
01629000-v	Finnish	mempercayakan	1	None
01629403-v	Finnish	mempercayakan	1	None
01848465-v	Finnish	mempercayakan	1	None
02199590-v	Finnish	mempercayakan	1	None
02200498-v	Finnish	mempercayakan	1	None
02228698-v	Finnish	mempercayakan	1	None
02230247-v	Finnish	mempercayakan	1	None
02230772-v	Finnish	mempercayakan	1	None
02235229-v	Finnish	mempercayakan	1	None
02255268-v	Finnish	mempercayakan	1	None
02255462-v	Finnish	mempercayakan	1	None
02261888-v	Finnish	mempercayakan	1	None
02262278-v	Finnish	mempercayakan	1	None
02263027-v	Finnish	mempercayakan	1	None
02263346-v	Finnish	mempercayakan	1	None
02263692-v	Finnish	mempercayakan	1	None
02294179-v	Finnish	mempercayakan	1	None
02294436-v	Finnish	mempercayakan	1	None
02308741-v	Finnish	mempercayakan	1	None
02309165-v	Finnish	mempercayakan	1	None
02309621-v	Finnish	mempercayakan	1	None
02310007-v	Finnish	mempercayakan	1	None
02324478-v	Finnish	mempercayakan	1	None
02327200-v	Finnish	mempercayakan	1	None
02339171-v	Finnish	mempercayakan	1	None
02358034-v	Finnish	mempercayakan	1	None
02358327-v	Finnish	mempercayakan	1	None
02376289-v	Finnish	mempercayakan	1	None
02474239-v	Finnish	mempercayakan	1	None
02564052-v	Finnish	mempercayakan	1	None
02721438-v	Finnish	mempercayakan	1	None
02736391-v	Finnish	mempercayakan	1	None
02741682-v	Finnish	mempercayakan	1	None
02755452-v	Finnish	mempercayakan	1	None
00683280-v	Portuguese	mempercayakan	1	None
02103162-v	Portuguese	mempercayakan	1	None
00882523-v	Spanish	mempercayakan	1	None
00883112-v	Spanish	mempercayakan	1	None
01689169-v	Spanish	mempercayakan	1	None
02536329-v	Mandarin Chinese, English	memanipulasi	2	O
01211699-v	Portuguese, Finnish, English	memanipulasi	3	O
02576921-v	English	memanipulasi	1	O
02351239-v	Mandarin Chinese, English	memanipulasi	2	O
01803936-v	English	memanipulasi	1	O
00080929-v	Portuguese, Finnish, English	memanipulasi	3	None
00515154-v	Finnish	memanipulasi	1	None
00516584-v	Finnish	memanipulasi	1	None
00616670-v	Finnish	memanipulasi	1	None
00651145-v	Finnish	memanipulasi	1	None
00734054-v	Finnish	memanipulasi	1	None
00813978-v	Finnish	memanipulasi	1	None
01033527-v	Finnish	memanipulasi	1	None
01034312-v	Finnish	memanipulasi	1	None
01161947-v	Finnish	memanipulasi	1	None
01210737-v	Finnish	memanipulasi	1	None
01212024-v	Finnish	memanipulasi	1	None
01224415-v	Finnish	memanipulasi	1	None
02289134-v	Finnish	memanipulasi	1	None
02370987-v	Finnish	memanipulasi	1	None
02438535-v	Finnish	memanipulasi	1	None
02439281-v	Finnish	memanipulasi	1	None
02445509-v	Finnish	memanipulasi	1	None
02500902-v	Finnish	memanipulasi	1	None
02514187-v	Finnish	memanipulasi	1	None
01224744-v	Mandarin Chinese	memanipulasi	1	None
02440914-v	Mandarin Chinese	memanipulasi	1	None
02573127-v	Mandarin Chinese	memanipulasi	1	O
02601271-v	Mandarin Chinese	memanipulasi	1	None
06697195-n	Portuguese, English	upeti	2	X
01122387-n	Portuguese, Finnish, English	upeti	3	L
00784755-n	Portuguese, English	upeti	2	L
13311368-n	Greek	upeti	1	None
13308999-n	Portuguese, Polish	upeti	2	None
14629561-n	English	sinkron	1	None
13681048-n	English	sinkron	1	None
00104003-r	Portuguese	sinkron	1	None
06831177-n	Spanish	sinkron	1	None
08031020-n	English	apalagi	1	None
00569073-n	English	apalagi	1	None
02423183-v	English	apalagi	1	None
00771490-v	English	apalagi	1	None
00802318-v	English	apalagi	1	None
00120796-v	English	apalagi	1	None
00496673-v	English	apalagi	1	None
02208903-v	English	apalagi	1	None
00063369-r	Finnish	apalagi	1	None
00017639-r	Portuguese	apalagi	1	None
00027795-r	Portuguese	apalagi	1	None
00027918-r	Portuguese	apalagi	1	None
00031304-r	Portuguese	apalagi	1	None
00047534-r	Portuguese	apalagi	1	None
07868955-n	Finnish	bakso	1	None
00107400-n	Spanish	bakso	1	None
03825442-n	Spanish	bakso	1	None
06756407-n	Spanish	bakso	1	None
06756831-n	Spanish	bakso	1	None
06757057-n	Spanish	bakso	1	None
07961016-n	Spanish	bakso	1	None
13899404-n	Spanish	bakso	1	None
09481523-n	Finnish, English, Thai	Sungai	3	None
07798985-n	Finnish, English	japuh	2	None
02532918-n	Polish, English	japuh	2	None
05516711-n	English	perigi	1	None
03035715-n	Portuguese, Mandarin Chinese, Finnish, English	perigi	4	None
03035510-n	Portuguese, Mandarin Chinese, Finnish, English	perigi	4	None
04388743-n	Portuguese, Greek, Polish	perigi	3	None
13770529-n	Greek	perigi	1	None
04223580-n	Mandarin Chinese	perigi	1	None
04389521-n	Polish	perigi	1	None
02233898-v	English	unggah	1	None
00973056-v	Finnish, Serbo-Croatian	unggah	2	None
00973728-v	Finnish	unggah	1	None
01031256-v	Finnish	unggah	1	None
01062555-v	Finnish	unggah	1	None
01088923-v	Finnish	unggah	1	None
01435380-v	Finnish, Serbo-Croatian	unggah	2	None
01437254-v	Finnish	unggah	1	None
01437597-v	Finnish	unggah	1	None
01437725-v	Finnish	unggah	1	None
01437888-v	Finnish	unggah	1	None
01515791-v	Finnish	unggah	1	None
01950798-v	Finnish, Serbo-Croatian	unggah	2	None
01951480-v	Finnish	unggah	1	None
01952898-v	Finnish	unggah	1	None
01955127-v	Finnish	unggah	1	None
01955364-v	Finnish	unggah	1	None
02348459-v	Finnish	unggah	1	None
02348568-v	Finnish	unggah	1	None
02393304-v	Finnish	unggah	1	None
00517847-v	Portuguese	unggah	1	None
00750532-v	Portuguese	unggah	1	None
01239202-v	Portuguese	unggah	1	None
01432601-v	Portuguese	unggah	1	None
01449974-v	Portuguese, Serbo-Croatian	unggah	2	None
01450792-v	Portuguese	unggah	1	None
01452255-v	Portuguese	unggah	1	None
01487311-v	Portuguese	unggah	1	None
01488956-v	Portuguese	unggah	1	None
01489989-v	Portuguese	unggah	1	None
01490572-v	Portuguese	unggah	1	None
01490690-v	Portuguese	unggah	1	None
01493234-v	Portuguese	unggah	1	None
01494310-v	Portuguese	unggah	1	None
01999798-v	Portuguese	unggah	1	None
00383542-v	Serbo-Croatian	unggah	1	None
00928630-v	Serbo-Croatian	unggah	1	None
00968211-v	Serbo-Croatian	unggah	1	None
01061017-v	Serbo-Croatian	unggah	1	None
01061320-v	Serbo-Croatian	unggah	1	None
01850315-v	Serbo-Croatian	unggah	1	None
01953810-v	Serbo-Croatian	unggah	1	None
02079933-v	Serbo-Croatian	unggah	1	None
02220461-v	Serbo-Croatian	unggah	1	None
02231661-v	Serbo-Croatian	unggah	1	None
02232190-v	Serbo-Croatian	unggah	1	None
02296153-v	Serbo-Croatian	unggah	1	None
00155143-v	Spanish	unggah	1	None
00155547-v	Spanish	unggah	1	None
00158687-v	Spanish	unggah	1	None
00264034-v	Spanish	unggah	1	None
01455184-v	Spanish	unggah	1	None
01873666-v	Spanish	unggah	1	None
01968569-v	Spanish	unggah	1	None
01974062-v	Spanish	unggah	1	None
01983134-v	Spanish	unggah	1	None
02053941-v	Spanish	unggah	1	None
02095545-v	Spanish	unggah	1	None
04825576-n	Portuguese, Polish, Finnish, English	polisemi	4	O
13306436-n	English	insidental	1	None
06482978-n	English	insidental	1	None
01856929-a	Finnish, English	insidental	2	None
00903264-s	English	insidental	1	None
00122844-s	English	insidental	1	None
00593374-a	Finnish	insidental	1	None
01338909-s	Finnish	insidental	1	None
01349435-s	Finnish	insidental	1	None
01798162-s	Finnish	insidental	1	None
01842468-s	Finnish	insidental	1	None
01924803-s	Finnish	insidental	1	None
01961205-s	Finnish	insidental	1	None
01924316-a	Spanish	insidental	1	None
06492664-n	Spanish, Polish, Finnish, Portuguese, English	inventaris	5	None
04321534-n	Spanish, English	inventaris	2	None
13412533-n	Spanish, English	inventaris	2	None
05634059-n	Spanish, English	inventaris	2	None
01011425-n	Spanish, English	inventaris	2	None
02472495-v	English	inventaris	1	None
02619550-n	Finnish, English	tembakul	2	O
02512053-n	Spanish	tembakul	1	None
14911704-n	Spanish	tembakul	1	None
14442933-n	Spanish, English	domini	2	None
08552138-n	English	domini	1	None
08167249-n	Polish, English	domini	2	None
13246662-n	Polish	domini	1	None
01128655-n	Spanish	domini	1	None
05194043-n	Spanish	domini	1	None
05196582-n	Spanish	domini	1	None
05197797-n	Spanish	domini	1	None
05641959-n	Spanish	domini	1	None
08499840-n	Spanish	domini	1	None
08556491-n	Spanish	domini	1	None
14441825-n	Spanish	domini	1	None
14442530-n	Spanish	domini	1	None
14514039-n	Spanish	domini	1	None
01203277-n	English, Japanese	sumbang	2	None
00630223-v	English	sumbang	1	None
00896114-n	Finnish	sumbang	1	None
07146300-n	Finnish	sumbang	1	None
07480896-n	Polish	sumbang	1	None
07962500-n	Polish	sumbang	1	None
11462526-n	Portuguese, Spanish, Polish	sumbang	3	None
11461825-n	Portuguese	sumbang	1	None
11467018-n	Portuguese	sumbang	1	None
11514008-n	Portuguese	sumbang	1	None
11519253-n	Portuguese	sumbang	1	None
07182614-n	Spanish	sumbang	1	None
13978344-n	Spanish	sumbang	1	None
06046383-n	Polish, Finnish, English	anestesiologi	3	None
09339810-n	Greek, Polish, English, Japanese	litosfer	4	O
09829305-n	Portuguese, English, Japanese	pramusiwi	3	None
10345100-n	Portuguese, Thai	pramusiwi	2	None
10568083-n	Thai	pramusiwi	1	None
07739125-n	Spanish, Polish, English	apel	3	O
12633994-n	English	apel	1	None
06600139-n	Finnish	apel	1	None
13138842-n	Portuguese	apel	1	None
07739506-n	Spanish	apel	1	None
10585217-n	Finnish, English	koster	2	None
09844770-n	Finnish	koster	1	None
10748309-n	Finnish	koster	1	None
09922659-n	Polish	koster	1	None
10748889-n	Polish	koster	1	None
02785648-n	Slovene, Japanese, Greek, Finnish, English	barut	5	X
01303547-v	English	barut	1	L
00083124-v	English	barut	1	L
00696882-n	Finnish	barut	1	None
03237639-n	Slovene, Finnish, Japanese	barut	3	None
03562565-n	Finnish	barut	1	None
03664943-n	Finnish	barut	1	None
04101860-n	Finnish	barut	1	None
04369025-n	Portuguese, Finnish, Slovene	barut	3	None
13792183-n	Finnish	barut	1	None
13930385-n	Finnish	barut	1	None
01129920-n	Slovene	barut	1	None
01239868-n	Slovene	barut	1	None
07227772-n	Slovene	barut	1	None
14490110-n	Slovene	barut	1	None
10235142-n	English	gembong	1	None
03618546-n	English	gembong	1	None
03504293-n	English	gembong	1	None
10585976-n	Portuguese	gembong	1	None
02273293-v	Portuguese, Finnish, English, Thai	menyita	4	O
01452385-s	English	menyita	1	None
02273922-v	Finnish	menyita	1	None
02276453-v	Finnish	menyita	1	O
02353664-v	Finnish	menyita	1	O
02353752-v	Greek	menyita	1	O
00486557-v	Thai	menyita	1	None
01216004-v	Thai	menyita	1	None
01216194-v	Thai	menyita	1	None
01219397-v	Thai	menyita	1	None
01340439-v	Thai	menyita	1	None
01471825-v	Thai	menyita	1	O
02272549-v	Thai	menyita	1	O
02441897-v	Thai	menyita	1	None
02718178-v	Thai	menyita	1	None
05715864-n	English	menikmati	1	None
02194286-v	English	menikmati	1	L
02194138-v	English	menikmati	1	None
02193974-v	English	menikmati	1	O
01820302-v	Portuguese, English	menikmati	2	O
00858341-v	Finnish	menikmati	1	None
01156834-v	Finnish	menikmati	1	None
01170052-v	Finnish	menikmati	1	None
01172701-v	Finnish	menikmati	1	None
01172838-v	Finnish	menikmati	1	None
01828736-v	Finnish	menikmati	1	O
02295208-v	Finnish	menikmati	1	None
02075737-s	Polish, English	idiot	2	None
02570643-s	English	idiot	1	None
01840880-s	Portuguese, English	idiot	2	None
00439588-a	Portuguese	idiot	1	None
00440579-s	Portuguese	idiot	1	None
10013114-n	Portuguese	idiot	1	None
10039391-n	Portuguese	idiot	1	None
10100761-n	Portuguese	idiot	1	None
10157744-n	Portuguese	idiot	1	None
10197525-n	Portuguese	idiot	1	O
10358794-n	Portuguese	idiot	1	None
10496393-n	Portuguese	idiot	1	None
10599354-n	Portuguese	idiot	1	None
10667187-n	Portuguese	idiot	1	None
10734129-n	Portuguese	idiot	1	None
00765791-n	Finnish	delik	1	None
00733883-n	Polish	delik	1	None
02063610-v	English	bersujud	1	L
00558219-v	English	bersujud	1	L
01498005-v	English	bersujud	1	L
01239040-s	English	bersujud	1	None
01239534-s	English	bersujud	1	None
01426397-v	Finnish	bersujud	1	None
01547001-v	Greek, Finnish	bersujud	2	None
01547390-v	Finnish	bersujud	1	None
